topic,length_chars,length_words,quality_score,sentiment,source_detail,plagiarism_score,notes,text_cleaned,text_cleaned_lower,ai_pattern_count,text_cleaned_lem,creation_year,creation_month,creation_dayofweek,label_encoded,avg_word_length,lexical_diversity,punctuation_density,exclamation_count,question_count,hedge_words_count,intensifier_count,first_person_count,sentence_count,type_token_ratio,avg_sentence_length,readability_score,grade_level,entity_density,person_entity_count,org_entity_count,location_entity_count,total_entities,passive_voice_ratio,unique_bigram_ratio,sentence_length_variability,contraction_density,leakage_flag
Food,104,14.0,4.09,-0.01,Gpt-5-Base,0.009,no_tone,food and highlights that the community response has been overwhelmingly positive.,food and highlights that the community response has been overwhelmingly positive.,2,food highlight community response overwhelmingly positive .,2024,8,3,1,6.454545454545454,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,26.470000000000027,12.3,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Entertainment,86,12.0,2.41,0.26,Author_79,0.324,no_tone,My personal opinion on entertainment is that adoption increases with better education.,my personal opinion on entertainment is that adoption increases with better education.,0,personal opinion entertainment adoption increase well education .,2024,9,0,0,6.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,4.305000000000007,15.64,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,True
Lifestyle,124,18.0,4.66,0.07,Author_43,0.317,no_tone,My personal opinion on lifestyle is that adoption increases with better education. the results are promising but preliminary,my personal opinion on lifestyle is that adoption increases with better education. the results are promising but preliminary,0,personal opinion lifestyle adoption increase well education . result promise preliminary,2023,5,4,0,5.944444444444445,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,19.100000000000023,12.831111111111113,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,3.0,0.0,False
Education,179,27.0,4.89,0.86,Llama-3-Small,0.008,no_tone,education is associated with privacy concerns remain a top challenge. it can be optimized with simple heuristics it can be optimized with simple heuristics,education is associated with privacy concerns remain a top challenge. it can be optimized with simple heuristics it can be optimized with simple heuristics,1,education associate privacy concern remain challenge . optimize simple heuristic optimize simple heuristic,2023,11,4,1,5.5,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,13.5,32.504999999999995,11.706666666666667,0.0,0.0,0.0,0.0,0.0,0.125,0.7391304347826086,2.0,0.0,True
Education,88,12.0,3.43,0.23,Bloomz-7B,0.087,no_tone,Researchstyle summary on education suggests it can be optimized with simple heuristics.,researchstyle summary on education suggests it can be optimized with simple heuristics.,0,researchstyle summary education suggest optimize simple heuristic .,2023,9,6,1,6.333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,18.405,13.673333333333336,0.08333333333333333,1.0,0.0,0.0,1.0,0.08333333333333333,1.0,0.0,0.0,False
Health,102,14.0,3.47,0.38,Author_7,0.127,personal_tone,"After trying several approaches related to health, I noticed adoption increases with better education.","after trying several approaches related to health, i noticed adoption increases with better education.",0,"try approach relate health , notice adoption increase well education .",2024,4,4,0,6.357142857142857,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,11.339285714285722,15.15571428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Technology,102,16.0,4.71,0.26,Author_42,0.27,personal_tone,"After trying several approaches related to technology, I noticed users report a mixed set of outcomes.","after trying several approaches related to technology, i noticed users report a mixed set of outcomes.",0,"try approach relate technology , notice user report mixed set outcome .",2024,8,2,0,5.4375,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,31.97,12.775000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Lifestyle,84,13.0,4.53,0.8,Gpt-5-Base,0.028,no_tone,lifestyle shows it can be optimized with simple heuristics.,lifestyle shows it can be optimized with simple heuristics.,1,lifestyle show optimize simple heuristic .,2025,1,2,1,5.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,56.70000000000002,7.58666666666667,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Sports,233,30.5,4.55,-0.29,Llama-3-Small,0.008,no_tone,sports and highlights that the community response has been overwhelmingly positive. it requires more data for conclusive evidence adoption increases with better education privacy concerns remain a top challenge,sports and highlights that the community response has been overwhelmingly positive. it requires more data for conclusive evidence adoption increases with better education privacy concerns remain a top challenge,2,sport highlight community response overwhelmingly positive . require datum conclusive evidence adoption increase well education privacy concern remain challenge,2023,7,6,1,6.275862068965517,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.25,17.08301724137931,14.478793103448279,0.0,0.0,0.0,0.0,0.0,0.034482758620689655,1.0,3.5,0.0,True
Entertainment,187,27.0,4.16,-0.35,Author_98,0.171,personal_tone,"entertainment, I believe costs can vary greatly depending on implementation. it requires more data for conclusive evidence the results are promising but preliminary","entertainment, i believe costs can vary greatly depending on implementation. it requires more data for conclusive evidence the results are promising but preliminary",0,"entertainment , believe cost vary greatly depend implementation . require datum conclusive evidence result promise preliminary",2025,2,4,0,6.173913043478261,1.0,0.043478260869565216,0.0,0.0,0.0,0.0,1.0,2.0,1.0,13.5,14.927717391304384,14.034130434782611,0.0,0.0,0.0,0.0,0.0,0.043478260869565216,1.0,1.5,0.0,True
Entertainment,97,13.0,4.71,0.1,Llama-3-Small,0.114,no_tone,entertainment is associated with privacy concerns remain a top challenge.,entertainment is associated with privacy concerns remain a top challenge.,1,entertainment associate privacy concern remain challenge .,2025,4,2,1,6.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,10.564999999999998,14.270000000000007,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,True
Food,94,14.0,4.37,0.87,Author_76,0.044,no_tone,", food often leads to the community response has been overwhelmingly positive.",", food often leads to the community response has been overwhelmingly positive.",1,", food lead community response overwhelmingly positive .",2024,5,2,0,5.583333333333333,1.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,26.470000000000027,12.3,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,False
Science,84,12.0,2.99,0.27,Gpt-5-Base,0.054,no_tone,science is associated with there are tradeoffs to consider.,science is associated with there are tradeoffs to consider.,1,science associate tradeoff consider .,2025,9,0,1,5.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,37.900000000000034,10.208888888888893,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,False
Travel,131,23.0,1.91,0.32,Author_85,0.233,personal_tone,"travel, I believe it can be optimized with simple heuristics. I would love to hear others thoughts on this.","travel, i believe it can be optimized with simple heuristics. i would love to hear others thoughts on this.",0,"travel , believe optimize simple heuristic . love hear thought .",2023,2,6,0,4.684210526315789,0.9473684210526315,0.05263157894736842,0.0,0.0,0.0,0.0,2.0,2.0,0.9473684210526315,11.5,76.97144736842105,4.883421052631579,0.0,0.0,0.0,0.0,0.0,0.05263157894736842,1.0,0.5,0.0,False
Finance,215,30.5,2.71,0.36,Claude-2,0.134,no_tone,finance and highlights that users report a mixed set of outcomes. I would love to hear others thoughts on this. it can be optimized with simple heuristics users report a mixed set of outcomes,finance and highlights that users report a mixed set of outcomes. i would love to hear others thoughts on this. it can be optimized with simple heuristics users report a mixed set of outcomes,1,finance highlight user report mixed set outcome . love hear thought . optimize simple heuristic user report mixed set outcome,2024,3,4,1,4.647058823529412,0.8235294117647058,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.8235294117647058,10.166666666666666,75.89637254901962,5.488823529411768,0.0,0.0,0.0,0.0,0.0,0.029411764705882353,0.8484848484848485,2.0548046676563256,0.0,False
Travel,107,17.0,3.85,0.28,Author_14,0.329,personal_tone,travel in my daytoday life and found that privacy concerns remain a top challenge.,travel in my daytoday life and found that privacy concerns remain a top challenge.,0,travel daytoday life find privacy concern remain challenge .,2025,4,1,0,4.928571428571429,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,59.68214285714288,8.412857142857145,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Sports,113,18.0,2.34,-0.02,Author_10,0.223,personal_tone,sports in my daytoday life and found that it requires more data for conclusive evidence.,sports in my daytoday life and found that it requires more data for conclusive evidence.,0,sport daytoday life find require datum conclusive evidence .,2023,9,0,0,4.933333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,56.25000000000003,9.140000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Science,92,12.0,2.82,0.73,Bloomz-7B,0.06,no_tone,science is associated with adoption increases with better education.,science is associated with adoption increases with better education.,1,science associate adoption increase well education .,2023,3,3,1,6.666666666666667,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.8888888888888888,12.0,0.0,16.764444444444447,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Entertainment,136,18.0,3.76,0.39,Llama-3-Small,0.066,no_tone,entertainment and highlights that it can be optimized with simple heuristics. Further investigation is warranted.,entertainment and highlights that it can be optimized with simple heuristics. further investigation is warranted.,1,entertainment highlight optimize simple heuristic . investigation warrant .,2024,6,6,1,6.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.0,24.382499999999993,11.721666666666671,0.0,0.0,0.0,0.0,0.0,0.13333333333333333,1.0,3.5,0.0,True
Lifestyle,85,13.0,1.63,-0.52,Author_62,0.007,no_tone,", lifestyle often leads to the results are promising but preliminary.",", lifestyle often leads to the results are promising but preliminary.",0,", lifestyle lead result promise preliminary .",2024,9,6,0,5.363636363636363,1.0,0.09090909090909091,0.0,0.0,1.0,0.0,0.0,1.0,1.0,13.0,35.94500000000002,10.73,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Travel,94,14.0,3.76,-0.32,Author_98,0.259,no_tone,My personal opinion on travel is that the community response has been overwhelmingly positive.,my personal opinion on travel is that the community response has been overwhelmingly positive.,1,personal opinion travel community response overwhelmingly positive .,2023,8,5,0,5.785714285714286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,17.382142857142867,14.312857142857148,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,False
Food,81,12.0,3.61,0.48,Gpt-4O-Mini,0.053,no_tone,food and highlights that there are tradeoffs to consider.,food and highlights that there are tradeoffs to consider.,1,food highlight tradeoff consider .,2023,6,1,1,5.444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,75.50000000000003,4.964444444444446,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,False
Food,240,30.5,3.69,-0.3,Gpt-4O-Mini,0.048,no_tone,food and highlights that the community response has been overwhelmingly positive. users report a mixed set of outcomes it can be optimized with simple heuristics the community response has been overwhelmingly positive,food and highlights that the community response has been overwhelmingly positive. users report a mixed set of outcomes it can be optimized with simple heuristics the community response has been overwhelmingly positive,2,food highlight community response overwhelmingly positive . user report mixed set outcome optimize simple heuristic community response overwhelmingly positive,2025,9,6,1,5.8125,0.8125,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.8125,15.25,29.326250000000016,13.14375,0.0,0.0,0.0,0.0,0.0,0.09375,0.8387096774193549,5.0,0.0,False
Lifestyle,95,14.0,3.87,0.48,Author_81,0.22,personal_tone,"lifestyle, I believe costs can vary greatly depending on implementation.","lifestyle, i believe costs can vary greatly depending on implementation.",0,"lifestyle , believe cost vary greatly depend implementation .",2024,11,2,0,6.3,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,27.485000000000014,11.91,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Education,165,24.0,4.1,0.88,Author_57,0.023,no_tone,", education often leads to it improves efficiency significantly. it can be optimized with simple heuristics the results are promising but preliminary",", education often leads to it improves efficiency significantly. it can be optimized with simple heuristics the results are promising but preliminary",0,", education lead improve efficiency significantly . optimize simple heuristic result promise preliminary",2025,2,4,0,5.818181818181818,0.9545454545454546,0.045454545454545456,0.0,0.0,1.0,1.0,0.0,2.0,0.9545454545454546,12.0,14.891785714285732,13.790714285714287,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,2.0,0.0,False
Lifestyle,141,21.0,4.49,-0.09,Gpt-5-Base,0.113,no_tone,lifestyle and highlights that adoption increases with better education. I would love to hear others thoughts on this.,lifestyle and highlights that adoption increases with better education. i would love to hear others thoughts on this.,1,lifestyle highlight adoption increase well education . love hear thought .,2025,8,1,1,5.555555555555555,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.5,61.400000000000034,6.9311111111111146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Entertainment,116,17.0,3.84,0.18,Author_59,0.136,personal_tone,entertainment in my daytoday life and found that the results are promising but preliminary.,entertainment in my daytoday life and found that the results are promising but preliminary.,0,entertainment daytoday life find result promise preliminary .,2025,3,4,0,5.571428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,17.0,35.5107142857143,11.784285714285716,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,True
Education,126,18.0,2.75,0.57,Author_85,0.237,personal_tone,"education, I believe it requires more data for conclusive evidence. Further investigation is warranted.","education, i believe it requires more data for conclusive evidence. further investigation is warranted.",0,"education , believe require datum conclusive evidence . investigation warrant .",2023,5,2,0,6.428571428571429,1.0,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,6.35857142857148,14.111428571428572,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,3.0,0.0,False
Finance,82,12.0,3.16,0.1,Gpt-5-Base,0.085,no_tone,A concise overview of finance costs can vary greatly depending on implementation.,a concise overview of finance costs can vary greatly depending on implementation.,0,concise overview finance cost vary greatly depend implementation .,2023,8,6,1,5.833333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,25.455000000000013,12.690000000000001,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Sports,74,12.0,4.76,0.02,Author_50,0.131,personal_tone,"sports, I believe there are tradeoffs to consider.","sports, i believe there are tradeoffs to consider.",0,"sport , believe tradeoff consider .",2024,2,5,0,5.375,1.0,0.125,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,71.81500000000001,5.230000000000004,0.0,0.0,0.0,0.0,0.0,0.125,1.0,0.0,0.0,False
Entertainment,94,11.0,2.54,0.48,Bloomz-7B,0.003,no_tone,entertainment and highlights that it improves efficiency significantly.,entertainment and highlights that it improves efficiency significantly.,1,entertainment highlight improve efficiency significantly .,2024,7,1,1,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,0.0,17.029999999999998,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Finance,76,13.0,4.24,0.77,Claude-2,0.142,no_tone,finance shows users report a mixed set of outcomes.,finance shows users report a mixed set of outcomes.,1,finance show user report mixed set outcome .,2023,1,6,1,4.777777777777778,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,75.50000000000003,4.964444444444446,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Entertainment,101,14.0,1.68,-0.08,Author_66,0.164,personal_tone,"After trying several approaches related to entertainment, I noticed there are tradeoffs to consider.","after trying several approaches related to entertainment, i noticed there are tradeoffs to consider.",0,"try approach relate entertainment , notice tradeoff consider .",2025,3,5,0,6.214285714285714,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,0.9285714285714286,14.0,23.42500000000001,13.470000000000002,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,True
Technology,140,20.0,2.05,-0.13,Author_7,0.209,personal_tone,"After trying several approaches related to technology, I noticed there are tradeoffs to consider. Implementation details matter a lot here.","after trying several approaches related to technology, i noticed there are tradeoffs to consider. implementation details matter a lot here.",0,"try approach relate technology , notice tradeoff consider . implementation detail matter lot .",2023,11,2,0,6.0,0.95,0.05,0.0,0.0,0.0,0.0,1.0,2.0,0.95,10.0,27.485000000000014,11.91,0.0,0.0,0.0,0.0,0.0,0.05,1.0,4.0,0.0,True
Technology,90,14.0,3.85,-0.17,Author_34,0.151,no_tone,", technology often leads to it requires more data for conclusive evidence.",", technology often leads to it requires more data for conclusive evidence.",0,", technology lead require datum conclusive evidence .",2023,1,0,0,5.25,1.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,26.470000000000027,12.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Health,97,14.0,2.24,-0.31,Author_88,0.027,personal_tone,"health, I believe the community response has been overwhelmingly positive.","health, i believe the community response has been overwhelmingly positive.",1,"health , believe community response overwhelmingly positive .",2023,2,0,0,6.5,1.0,0.1,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,19.025000000000006,13.09,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Entertainment,82,13.0,3.55,0.32,Llama-3-Small,0.012,no_tone,entertainment shows users report a mixed set of outcomes.,entertainment shows users report a mixed set of outcomes.,1,entertainment show user report mixed set outcome .,2024,2,0,1,5.444444444444445,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,56.70000000000002,7.58666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,True
Education,82,12.0,3.0,0.32,Author_8,0.285,no_tone,My personal opinion on education is that adoption increases with better education.,my personal opinion on education is that adoption increases with better education.,0,personal opinion education adoption increase well education .,2025,3,4,0,5.916666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,12.0,4.305000000000007,15.64,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,1.0,0.0,0.0,False
Entertainment,99,13.0,3.52,-0.32,Gpt-4O-Mini,0.087,no_tone,entertainment and highlights that the results are promising but preliminary.,entertainment and highlights that the results are promising but preliminary.,1,entertainment highlight result promise preliminary .,2024,12,4,1,6.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,19.025000000000006,13.09,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,True
Travel,87,11.0,2.61,-0.1,Gpt-5-Base,0.147,no_tone,travel and highlights that it improves efficiency significantly.,travel and highlights that it improves efficiency significantly.,1,travel highlight improve efficiency significantly .,2023,5,6,1,7.125,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,11.0,8.365000000000009,14.080000000000002,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Health,130,18.0,2.38,-0.07,Author_52,0.028,personal_tone,"After trying several approaches related to health, I noticed there are tradeoffs to consider. Further investigation is warranted.","after trying several approaches related to health, i noticed there are tradeoffs to consider. further investigation is warranted.",0,"try approach relate health , notice tradeoff consider . investigation warrant .",2025,3,1,0,6.222222222222222,0.9444444444444444,0.05555555555555555,0.0,0.0,0.0,0.0,1.0,2.0,0.9444444444444444,9.0,28.50000000000003,11.520000000000003,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,1.0,5.0,0.0,False
Entertainment,70,10.0,4.86,0.15,Gpt-4O-Mini,0.012,no_tone,A concise overview of entertainment there are tradeoffs to consider.,a concise overview of entertainment there are tradeoffs to consider.,0,concise overview entertainment tradeoff consider .,2024,5,0,1,5.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,10.0,35.94500000000002,10.73,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,True
Sports,134,19.0,3.53,0.7,Gpt-4O-Mini,0.148,no_tone,sports and highlights that the results are promising but preliminary. Implementation details matter a lot here.,sports and highlights that the results are promising but preliminary. implementation details matter a lot here.,1,sport highlight result promise preliminary . implementation detail matter lot .,2023,2,5,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,9.5,40.09,9.655000000000001,0.0,0.0,0.0,0.0,0.0,0.0625,1.0,2.0,0.0,True
Technology,98,14.0,2.86,-0.55,Author_44,0.286,no_tone,My personal opinion on technology is that the community response has been overwhelmingly positive.,my personal opinion on technology is that the community response has been overwhelmingly positive.,1,personal opinion technology community response overwhelmingly positive .,2024,12,3,0,6.071428571428571,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,5.296428571428578,15.99857142857143,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,1.0,0.0,0.0,False
Finance,111,18.0,3.15,0.3,Author_48,0.092,personal_tone,finance in my daytoday life and found that it can be optimized with simple heuristics.,finance in my daytoday life and found that it can be optimized with simple heuristics.,0,finance daytoday life find optimize simple heuristic .,2023,4,5,0,4.8,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,18.0,61.890000000000015,8.353333333333339,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,1.0,0.0,0.0,False
Technology,110,14.0,3.93,0.46,Gpt-4O-Mini,0.017,no_tone,technology and highlights that the community response has been overwhelmingly positive.,technology and highlights that the community response has been overwhelmingly positive.,2,technology highlight community response overwhelmingly positive .,2024,3,6,1,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,3.3972727272727354,15.518181818181823,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Technology,85,12.0,2.88,-0.12,Llama-3-Small,0.092,no_tone,A concise overview of technology costs can vary greatly depending on implementation.,a concise overview of technology costs can vary greatly depending on implementation.,0,concise overview technology cost vary greatly depend implementation .,2023,2,2,1,6.083333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,11.355000000000018,14.656666666666666,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Science,87,14.0,3.9,-0.59,Author_35,0.232,no_tone,", science often leads to it requires more data for conclusive evidence.",", science often leads to it requires more data for conclusive evidence.",0,", science lead require datum conclusive evidence .",2024,3,2,0,5.0,1.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,41.8518181818182,10.154545454545456,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Science,133,21.0,4.23,-0.38,Gpt-5-Base,0.087,no_tone,Researchstyle summary on science suggests it can be optimized with simple heuristics. I would love to hear others thoughts on this.,researchstyle summary on science suggests it can be optimized with simple heuristics. i would love to hear others thoughts on this.,0,researchstyle summary science suggest optimize simple heuristic . love hear thought .,2023,2,0,1,5.285714285714286,0.9523809523809523,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.9523809523809523,10.5,63.23464285714289,7.0478571428571435,0.047619047619047616,1.0,0.0,0.0,1.0,0.047619047619047616,1.0,1.5,0.0,False
Lifestyle,96,14.0,4.65,-0.03,Bloomz-7B,0.108,no_tone,lifestyle and highlights that it can be optimized with simple heuristics.,lifestyle and highlights that it can be optimized with simple heuristics.,1,lifestyle highlight optimize simple heuristic .,2023,11,1,1,5.7272727272727275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,14.0,57.23363636363638,8.009090909090911,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,False
Lifestyle,135,22.0,2.86,0.74,Author_95,0.188,no_tone,", lifestyle often leads to it can be optimized with simple heuristics. This could change as new data becomes available.",", lifestyle often leads to it can be optimized with simple heuristics. this could change as new data becomes available.",0,", lifestyle lead optimize simple heuristic . change new datum available .",2025,5,0,0,5.0,1.0,0.05,0.0,0.0,2.0,0.0,0.0,2.0,1.0,11.0,59.16092105263158,7.367631578947371,0.0,0.0,0.0,0.0,0.0,0.1,1.0,2.0,0.0,True
Health,112,16.0,2.3,-0.51,Author_69,0.147,personal_tone,"After trying several approaches related to health, I noticed costs can vary greatly depending on implementation.","after trying several approaches related to health, i noticed costs can vary greatly depending on implementation.",0,"try approach relate health , notice cost vary greatly depend implementation .",2024,2,3,0,6.0625,1.0,0.0625,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16.0,21.39500000000001,14.250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Sports,94,14.0,4.6,-0.06,Author_30,0.016,personal_tone,"After trying several approaches related to sports, I noticed there are tradeoffs to consider.","after trying several approaches related to sports, i noticed there are tradeoffs to consider.",0,"try approach relate sport , notice tradeoff consider .",2023,7,6,0,5.714285714285714,0.9285714285714286,0.07142857142857142,0.0,0.0,0.0,0.0,1.0,1.0,0.9285714285714286,14.0,41.553571428571445,10.941428571428574,0.0,0.0,0.0,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,False
Education,84,12.0,3.46,0.36,Author_37,0.07,no_tone,", education often leads to adoption increases with better education.",", education often leads to adoption increases with better education.",0,", education lead adoption increase well education .",2023,1,3,0,5.9,1.0,0.1,0.0,0.0,1.0,0.0,0.0,1.0,1.0,12.0,0.30000000000001137,15.453333333333337,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Sports,92,13.0,3.11,0.45,Claude-2,0.121,no_tone,sports and highlights that the results are promising but preliminary.,sports and highlights that the results are promising but preliminary.,1,sport highlight result promise preliminary .,2023,11,6,1,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,13.0,44.405,9.55,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,False
Technology,227,30.5,3.89,-0.13,Author_6,0.22,no_tone,", technology often leads to the results are promising but preliminary. the results are promising but preliminary the community response has been overwhelmingly positive it can be optimized with simple heuristics",", technology often leads to the results are promising but preliminary. the results are promising but preliminary the community response has been overwhelmingly positive it can be optimized with simple heuristics",1,", technology lead result promise preliminary . result promise preliminary community response overwhelmingly positive optimize simple heuristic",2023,11,0,0,5.838709677419355,0.8064516129032258,0.03225806451612903,0.0,0.0,1.0,0.0,0.0,2.0,0.8064516129032258,15.25,13.950000000000017,15.040000000000003,0.0,0.0,0.0,0.0,0.0,0.12903225806451613,0.8666666666666667,4.5,0.0,False
Finance,78,14.0,3.25,0.89,Author_93,0.181,no_tone,", finance often leads to users report a mixed set of outcomes.",", finance often leads to users report a mixed set of outcomes.",0,", finance lead user report mixed set outcome .",2025,5,0,0,4.25,1.0,0.08333333333333333,0.0,0.0,1.0,0.0,0.0,1.0,1.0,14.0,72.61545454545457,5.863636363636363,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,False
Health,79,12.0,4.45,0.1,Gpt-4O-Mini,0.133,no_tone,Researchstyle summary on health suggests users report a mixed set of outcomes.,researchstyle summary on health suggests users report a mixed set of outcomes.,0,researchstyle summary health suggest user report mixed set outcome .,2023,3,2,1,5.583333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,53.655,8.756666666666668,0.08333333333333333,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,False
Travel,116,16.0,3.2,-0.5,Claude-2,0.053,no_tone,travel shows the results are promising but preliminary. Further investigation is warranted.,travel shows the results are promising but preliminary. further investigation is warranted.,1,travel show result promise preliminary . investigation warrant .,2025,3,6,1,6.666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,10.39500000000001,13.3,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,1.0,2.0,0.0,False
